"","year","id.sector","sector","Tconsumption","ZA","NPK","SP36","UREA","ORGANIK"
"341",2022,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"342",2022,30,"Konstruksi",0,0,0,0,0,0
"343",2022,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"344",2022,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"345",2022,33,"Angkutan Rel",0,0,0,0,0,0
"346",2022,34,"Angkutan Darat",0,0,0,0,0,0
"347",2022,35,"Angkutan Laut",0,0,0,0,0,0
"348",2022,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"349",2022,37,"Angkutan Udara",0,0,0,0,0,0
"350",2022,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"351",2022,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"352",2022,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"353",2022,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"354",2022,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"355",2022,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"356",2022,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"357",2022,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"358",2022,46,"Real Estate",0,0,0,0,0,0
"359",2022,47,"Jasa Perusahaan",0,0,0,0,0,0
"360",2022,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"361",2022,49,"Jasa Pendidikan",0,0,0,0,0,0
"362",2022,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"363",2022,51,"Jasa lainnya",0,0,0,0,0,0
"364",2022,52,"Lainnya",0,0,0,0,0,0
"365",2023,1,"Tanaman Pangan",1618154.6334354,74124.5789945358,316060.98782573,153624.731835201,1060791.46324816,13552.8709023794
"366",2023,2,"Tanaman Hortikultura",1148411.78794093,64859.0067739969,189636.593185408,142651.537090563,713994.255942296,37270.3950668614
"367",2023,3,"Perkebunan",524388.115787768,46327.8620412728,126424.395568501,69496.9027676967,265197.86679919,16941.0886849811
"368",2023,4,"Peternakan",0,0,0,0,0,0
"369",2023,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"370",2023,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"371",2023,7,"Perikanan",0,0,0,0,0,0
"372",2023,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"373",2023,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"374",2023,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"375",2023,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"376",2023,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"377",2023,13,"Pengolahan Tembakau",0,0,0,0,0,0
"378",2023,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"379",2023,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"380",2023,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"381",2023,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"382",2023,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"383",2023,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"384",2023,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"385",2023,21,"Industri Logam Dasar",0,0,0,0,0,0
"386",2023,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"387",2023,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"388",2023,24,"Industri Alat Angkutan",0,0,0,0,0,0
"389",2023,25,"Industri Furnitur",0,0,0,0,0,0
"390",2023,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"391",2023,27,"Ketenagalistrikan",0,0,0,0,0,0
"392",2023,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"393",2023,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"394",2023,30,"Konstruksi",0,0,0,0,0,0
"395",2023,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"396",2023,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"397",2023,33,"Angkutan Rel",0,0,0,0,0,0
"398",2023,34,"Angkutan Darat",0,0,0,0,0,0
"399",2023,35,"Angkutan Laut",0,0,0,0,0,0
"400",2023,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"401",2023,37,"Angkutan Udara",0,0,0,0,0,0
"402",2023,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"403",2023,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"404",2023,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"405",2023,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"406",2023,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"407",2023,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"408",2023,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"409",2023,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"410",2023,46,"Real Estate",0,0,0,0,0,0
"411",2023,47,"Jasa Perusahaan",0,0,0,0,0,0
"412",2023,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"413",2023,49,"Jasa Pendidikan",0,0,0,0,0,0
"414",2023,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"415",2023,51,"Jasa lainnya",0,0,0,0,0,0
"416",2023,52,"Lainnya",0,0,0,0,0,0
"417",2024,1,"Tanaman Pangan",1699062.36510717,77830.8079442626,331864.037217017,161305.968426961,1113831.03641057,14230.5144474984
"418",2024,2,"Tanaman Hortikultura",1205832.37733797,68101.9571126967,199118.422844678,149784.113945091,749693.96873941,39133.9148202044
"419",2024,3,"Perkebunan",550607.521577156,48644.2551433365,132745.615346926,72971.7479060815,278457.760139149,17788.1431192302
"420",2024,4,"Peternakan",0,0,0,0,0,0
"421",2024,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"422",2024,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"423",2024,7,"Perikanan",0,0,0,0,0,0
"424",2024,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"425",2024,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"426",2024,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"427",2024,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"428",2024,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"429",2024,13,"Pengolahan Tembakau",0,0,0,0,0,0
"430",2024,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"431",2024,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"432",2024,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"433",2024,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"434",2024,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"435",2024,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"436",2024,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"437",2024,21,"Industri Logam Dasar",0,0,0,0,0,0
"438",2024,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"439",2024,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"440",2024,24,"Industri Alat Angkutan",0,0,0,0,0,0
"441",2024,25,"Industri Furnitur",0,0,0,0,0,0
"442",2024,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"443",2024,27,"Ketenagalistrikan",0,0,0,0,0,0
"444",2024,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"445",2024,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"446",2024,30,"Konstruksi",0,0,0,0,0,0
"447",2024,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"448",2024,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"449",2024,33,"Angkutan Rel",0,0,0,0,0,0
"450",2024,34,"Angkutan Darat",0,0,0,0,0,0
"451",2024,35,"Angkutan Laut",0,0,0,0,0,0
"452",2024,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"453",2024,37,"Angkutan Udara",0,0,0,0,0,0
"454",2024,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"455",2024,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"456",2024,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"457",2024,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"458",2024,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"459",2024,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"460",2024,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"461",2024,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"462",2024,46,"Real Estate",0,0,0,0,0,0
"463",2024,47,"Jasa Perusahaan",0,0,0,0,0,0
"464",2024,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"465",2024,49,"Jasa Pendidikan",0,0,0,0,0,0
"466",2024,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"467",2024,51,"Jasa lainnya",0,0,0,0,0,0
"468",2024,52,"Lainnya",0,0,0,0,0,0
"469",2025,1,"Tanaman Pangan",1784015.48336253,81722.3483414758,348457.239077868,169371.26684831,1169522.5882311,14942.0401698733
"470",2025,2,"Tanaman Hortikultura",1266123.99620487,71507.0549683316,209074.343986912,157273.319642345,787178.667176381,41090.6105612147
"471",2025,3,"Perkebunan",578137.897656015,51076.4679005033,139382.896114272,76620.3353013856,292380.648146107,18677.5502751917
"472",2025,4,"Peternakan",0,0,0,0,0,0
"473",2025,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"474",2025,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"475",2025,7,"Perikanan",0,0,0,0,0,0
"476",2025,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"477",2025,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"478",2025,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"479",2025,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"480",2025,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"481",2025,13,"Pengolahan Tembakau",0,0,0,0,0,0
"482",2025,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"483",2025,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"484",2025,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"485",2025,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"486",2025,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"487",2025,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"488",2025,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"489",2025,21,"Industri Logam Dasar",0,0,0,0,0,0
"490",2025,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"491",2025,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"492",2025,24,"Industri Alat Angkutan",0,0,0,0,0,0
"493",2025,25,"Industri Furnitur",0,0,0,0,0,0
"494",2025,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"495",2025,27,"Ketenagalistrikan",0,0,0,0,0,0
"496",2025,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"497",2025,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"498",2025,30,"Konstruksi",0,0,0,0,0,0
"499",2025,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"500",2025,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"501",2025,33,"Angkutan Rel",0,0,0,0,0,0
"502",2025,34,"Angkutan Darat",0,0,0,0,0,0
"503",2025,35,"Angkutan Laut",0,0,0,0,0,0
"504",2025,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"505",2025,37,"Angkutan Udara",0,0,0,0,0,0
"506",2025,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"507",2025,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"508",2025,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"509",2025,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"510",2025,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"511",2025,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"512",2025,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"513",2025,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"514",2025,46,"Real Estate",0,0,0,0,0,0
"515",2025,47,"Jasa Perusahaan",0,0,0,0,0,0
"516",2025,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"517",2025,49,"Jasa Pendidikan",0,0,0,0,0,0
"518",2025,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"519",2025,51,"Jasa lainnya",0,0,0,0,0,0
"520",2025,52,"Lainnya",0,0,0,0,0,0
"521",2026,1,"Tanaman Pangan",1873216.25753066,85808.4657585495,365880.101031761,177839.830190725,1227998.71764265,15689.142178367
"522",2026,2,"Tanaman Hortikultura",1329430.19601512,75082.4077167482,219528.061186258,165136.985624463,826537.6005352,43145.1410892754
"523",2026,3,"Perkebunan",607044.792538815,53630.2912955285,146352.040919986,80451.3520664549,306999.680553412,19611.4277889513
"524",2026,4,"Peternakan",0,0,0,0,0,0
"525",2026,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"526",2026,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"527",2026,7,"Perikanan",0,0,0,0,0,0
"528",2026,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"529",2026,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"530",2026,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"531",2026,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"532",2026,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"533",2026,13,"Pengolahan Tembakau",0,0,0,0,0,0
"534",2026,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"535",2026,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"536",2026,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"537",2026,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"538",2026,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"539",2026,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"540",2026,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"541",2026,21,"Industri Logam Dasar",0,0,0,0,0,0
"542",2026,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"543",2026,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"544",2026,24,"Industri Alat Angkutan",0,0,0,0,0,0
"545",2026,25,"Industri Furnitur",0,0,0,0,0,0
"546",2026,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"547",2026,27,"Ketenagalistrikan",0,0,0,0,0,0
"548",2026,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"549",2026,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"550",2026,30,"Konstruksi",0,0,0,0,0,0
"551",2026,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"552",2026,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"553",2026,33,"Angkutan Rel",0,0,0,0,0,0
"554",2026,34,"Angkutan Darat",0,0,0,0,0,0
"555",2026,35,"Angkutan Laut",0,0,0,0,0,0
"556",2026,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"557",2026,37,"Angkutan Udara",0,0,0,0,0,0
"558",2026,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"559",2026,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"560",2026,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"561",2026,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"562",2026,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"563",2026,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"564",2026,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"565",2026,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"566",2026,46,"Real Estate",0,0,0,0,0,0
"567",2026,47,"Jasa Perusahaan",0,0,0,0,0,0
"568",2026,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"569",2026,49,"Jasa Pendidikan",0,0,0,0,0,0
"570",2026,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"571",2026,51,"Jasa lainnya",0,0,0,0,0,0
"572",2026,52,"Lainnya",0,0,0,0,0,0
"573",2027,1,"Tanaman Pangan",1966877.07040719,90098.889046477,384174.106083349,186731.821700261,1289398.65352478,16473.5992872853
"574",2027,2,"Tanaman Hortikultura",1395901.70581587,78836.5281025856,230504.46424557,173393.834905686,867864.48056196,45302.3981437392
"575",2027,3,"Perkebunan",637397.032165756,56311.8058603049,153669.642965985,84473.9196697776,322349.664581082,20591.9991783988
"576",2027,4,"Peternakan",0,0,0,0,0,0
"577",2027,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"578",2027,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"579",2027,7,"Perikanan",0,0,0,0,0,0
"580",2027,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"581",2027,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"582",2027,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"583",2027,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"584",2027,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"585",2027,13,"Pengolahan Tembakau",0,0,0,0,0,0
"586",2027,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"587",2027,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"588",2027,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"589",2027,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"590",2027,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"591",2027,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"592",2027,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"593",2027,21,"Industri Logam Dasar",0,0,0,0,0,0
"594",2027,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"595",2027,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"596",2027,24,"Industri Alat Angkutan",0,0,0,0,0,0
"597",2027,25,"Industri Furnitur",0,0,0,0,0,0
"598",2027,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"599",2027,27,"Ketenagalistrikan",0,0,0,0,0,0
"600",2027,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"601",2027,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"602",2027,30,"Konstruksi",0,0,0,0,0,0
"603",2027,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"604",2027,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"605",2027,33,"Angkutan Rel",0,0,0,0,0,0
"606",2027,34,"Angkutan Darat",0,0,0,0,0,0
"607",2027,35,"Angkutan Laut",0,0,0,0,0,0
"608",2027,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"609",2027,37,"Angkutan Udara",0,0,0,0,0,0
"610",2027,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"611",2027,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"612",2027,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"613",2027,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"614",2027,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"615",2027,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"616",2027,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"617",2027,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"618",2027,46,"Real Estate",0,0,0,0,0,0
"619",2027,47,"Jasa Perusahaan",0,0,0,0,0,0
"620",2027,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"621",2027,49,"Jasa Pendidikan",0,0,0,0,0,0
"622",2027,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"623",2027,51,"Jasa lainnya",0,0,0,0,0,0
"624",2027,52,"Lainnya",0,0,0,0,0,0
"625",2028,1,"Tanaman Pangan",2065220.92392755,94603.8334988008,403382.811387517,196068.412785274,1353868.58620102,17297.2792516496
"626",2028,2,"Tanaman Hortikultura",1465696.79110667,82778.3545077148,242029.687457849,182063.52665097,911257.704590058,47567.5180509261
"627",2028,3,"Perkebunan",669266.883774044,59127.3961533202,161353.125114284,88697.6156532665,338467.147810137,21621.5991373188
"628",2028,4,"Peternakan",0,0,0,0,0,0
"629",2028,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"630",2028,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"631",2028,7,"Perikanan",0,0,0,0,0,0
"632",2028,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
"633",2028,9,"Pertambangan Bijih Logam",0,0,0,0,0,0
"634",2028,10,"Pertambangan dan Penggalian Lainnya",0,0,0,0,0,0
"635",2028,11,"Industri Batubara dan Pengilangan Migas",0,0,0,0,0,0
"636",2028,12,"Industri Makanan dan Minuman",0,0,0,0,0,0
"637",2028,13,"Pengolahan Tembakau",0,0,0,0,0,0
"638",2028,14,"Industri Tekstil dan Pakaian Jadi",0,0,0,0,0,0
"639",2028,15,"Industri Kulit Barang dari Kulit dan Alas Kaki",0,0,0,0,0,0
"640",2028,16,"Industri Kayu Barang dari Kayu dan Gabus dan Barang Anyaman dari Bambu Rotan dan Sejenisnya",0,0,0,0,0,0
"641",2028,17,"Industri Kertas dan Barang dari Kertas Percetakan dan Reproduksi Media Rekaman",0,0,0,0,0,0
"642",2028,18,"Industri Kimia Farmasi dan Obat Tradisional",0,0,0,0,0,0
"643",2028,19,"Industri Karet Barang dari Karet dan Plastik",0,0,0,0,0,0
"644",2028,20,"Industri Barang Galian bukan Logam",0,0,0,0,0,0
"645",2028,21,"Industri Logam Dasar",0,0,0,0,0,0
"646",2028,22,"Industri Barang dari Logam Komputer Barang Elektronik Optik dan Peralatan Listrik",0,0,0,0,0,0
"647",2028,23,"Industri Mesin dan Perlengkapan YTDL",0,0,0,0,0,0
"648",2028,24,"Industri Alat Angkutan",0,0,0,0,0,0
"649",2028,25,"Industri Furnitur",0,0,0,0,0,0
"650",2028,26,"Industri pengolahan lainnya jasa reparasi dan pemasangan mesin dan peralatan",0,0,0,0,0,0
"651",2028,27,"Ketenagalistrikan",0,0,0,0,0,0
"652",2028,28,"Pengadaan Gas dan Produksi Es",0,0,0,0,0,0
"653",2028,29,"Pengadaan Air Pengelolaan Sampah Limbah dan Daur Ulang",0,0,0,0,0,0
"654",2028,30,"Konstruksi",0,0,0,0,0,0
"655",2028,31,"Perdagangan Mobil Sepeda Motor dan Reparasinya",0,0,0,0,0,0
"656",2028,32,"Perdagangan Besar dan Eceran Bukan Mobil dan Sepeda Motor",0,0,0,0,0,0
"657",2028,33,"Angkutan Rel",0,0,0,0,0,0
"658",2028,34,"Angkutan Darat",0,0,0,0,0,0
"659",2028,35,"Angkutan Laut",0,0,0,0,0,0
"660",2028,36,"Angkutan Sungai Danau dan Penyeberangan",0,0,0,0,0,0
"661",2028,37,"Angkutan Udara",0,0,0,0,0,0
"662",2028,38,"Pergudangan dan Jasa Penunjang Angkutan Pos dan Kurir",0,0,0,0,0,0
"663",2028,39,"Penyediaan Akomodasi",0,0,0,0,0,0
"664",2028,40,"Penyediaan Makan Minum",0,0,0,0,0,0
"665",2028,41,"Informasi dan Komunikasi",0,0,0,0,0,0
"666",2028,42,"Jasa Perantara Keuangan",0,0,0,0,0,0
"667",2028,43,"Asuransi dan Dana Pensiun",0,0,0,0,0,0
"668",2028,44,"Jasa Keuangan Lainnya",0,0,0,0,0,0
"669",2028,45,"Jasa Penunjang Keuangan",0,0,0,0,0,0
"670",2028,46,"Real Estate",0,0,0,0,0,0
"671",2028,47,"Jasa Perusahaan",0,0,0,0,0,0
"672",2028,48,"Administrasi Pemerintahan Pertahanan dan Jaminan Sosial Wajib",0,0,0,0,0,0
"673",2028,49,"Jasa Pendidikan",0,0,0,0,0,0
"674",2028,50,"Jasa Kesehatan dan Kegiatan Sosial",0,0,0,0,0,0
"675",2028,51,"Jasa lainnya",0,0,0,0,0,0
"676",2028,52,"Lainnya",0,0,0,0,0,0
"677",2029,1,"Tanaman Pangan",2168481.97012393,99334.0251737409,423551.951956893,205871.833424538,1421562.01551108,18162.1432142321
"678",2029,2,"Tanaman Hortikultura",1538981.630662,86917.2722331006,254131.171830741,191166.702983519,956820.589819561,49945.8939534724
"679",2029,3,"Perkebunan",702730.227962746,62083.7659609862,169420.781369998,93132.4964359298,355390.505200643,22702.6790941847
"680",2029,4,"Peternakan",0,0,0,0,0,0
"681",2029,5,"Jasa Pertanian dan Perburuan ",0,0,0,0,0,0
"682",2029,6,"Kehutanan dan Penebangan Kayu",0,0,0,0,0,0
"683",2029,7,"Perikanan",0,0,0,0,0,0
"684",2029,8,"Pertambangan Minyak Gas dan Panas Bumi",0,0,0,0,0,0
